file_id,reference,nuance,wer_nuance,genesys,wer_genesys,microsoft,wer_microsoft,microsoft_dlm,wer_microsoft_dlm
9140647563020000251_Charles,Ben c'est que moi je j'ai y a un dépôt dans mon compte ok de commercial de 1510.65 c'est marqué [hésitation] transmis émetteur 1 0 4 2 1 j'aimerais savoir de où ça provient [agent dit: ok] parce que je suis pas je suis pas sûre que si c'est la mê... la bonne personne qui m'a envoyé l'argent.,Ben c'est que moi j'ai y'a un dépôt dans mon compte OK de commercial de 1510 et 65 c'est marqué transmis émetteur 10421 j'aimerais savoir de où ça provient parce que je suis pas je suis pas sûre que si c'est la mê la bonne personne qui m'a envoyé l'argent,0.097222222222222,hi ben c'est que moi j'ai y a un dépôt dans mon compte au quai de commercial de mille cinq cent dix et soixante cinq c'est marqué euh transmis émetteur un zéro quatre deux un j'aimerais savoir de ou ça provient parce que je suis pas je suis pas sûr que si c'est la la bonne personne qui m'a envoyé l'argent,0.097222222222222,"Ben c'est que moi j'ai y a un dépôt dans mon compte ok de commercial de 1510 et 65 c'est marqué, transmis et metteur 10421 j'aimerais savoir d'où ça provient parce que je suis pas je suis pas sûr que si c'est la la bonne personne qui m'a envoyé l'argent.",0.152777777777778,"Ben c'est que moi j'ai y a un dépôt dans mon compte ok de commercial de 1510 et 65 c'est marqué, transmis et metteur 10421 j'aimerais savoir de où ça provient parce que je suis pas je suis pas sûr que si c'est la la bonne personne qui m'a envoyé l'argent.",0.138888888888889
9140647563020000251_NaimaF,Ben c'est que moi je j'ai y a un dépôt dans mon compte ok de commercial de 1510.65 c'est marqué [hésitation] transmis émetteur 1 0 4 2 1 j'aimerais savoir de où ça provient [agent dit: ok] parce que je suis pas je suis pas sûre que si c'est la mê... la bonne personne qui m'a envoyé l'argent.,Ben c'est que moi je j'ai y'a un dépôt dans mon compte OK de commercial de 1070 65 c'est marqué transmis émetteur 10421 j'aimerais savoir de où ça provient parce que je suis pas je suis pas sûre que si c'est la mê la bonne personne qui m'a envoyé l'argent,0.125,quatorze ben c'est que moi je j'ai y a un dépôt dans mon compte okay de commercial de mille cinq cent dix soixante cinq c'est marqué euh trente ni émetteur un zéro quatre deux un j'aimerais savoir de ou ça provient euh par que je suis pas je suis pas sûr que si c'est la main la bonne personne qui m'a envoyé l'argent,0.097222222222222,"Ben c'est que moi je, j'ai il y a un dépôt dans mon compte que je commercial de 1510 et 65, c'est marqué, transmis et metteur 10421 j'aimerais savoir de où ça provient. Parce que je suis pas, je suis pas sûre que si c'est la mer, la bonne personne qui m'a envoyé l'argent.",0.152777777777778,"Ben c'est que moi je j'ai y a un dépôt dans mon compte, okay? Le commercial de 1510 et 65 c'est marqué, transmis et metteur 10421 j'aimerais savoir de où ça provient? Parce que je suis pas, je suis pas sûre que si c'est la mer, la bonne personne qui m'a envoyé l'argent.",0.152777777777778
9140647563020000251_NajatS,Ben c'est que moi je j'ai y a un dépôt dans mon compte ok de commercial de 1510.65 c'est marqué [hésitation] transmis émetteur 1 0 4 2 1 j'aimerais savoir de où ça provient [agent dit: ok] parce que je suis pas je suis pas sûre que si c'est la mê... la bonne personne qui m'a envoyé l'argent.,Ben c'est que moi je j'ai y'a un dépôt dans mon compte OK de commercial de 2077 65 c'est marqué transmis émetteur 10421 j'aimerais savoir de où ça provient parce que je suis pas je suis pas sûre que si c'est la mê la bonne personne qui m'a envoyé l'argent,0.138888888888889,quinze ben c'est que moi je j'ai y a un dépôt dans mon compte okay de commercial de mille cinq cent dix et soixante cinq c'est marqué transmis émetteur à zéro quatre deux un j'aimerais savoir de ou ça provient parce que je suis pas je suis pas sûr que si c'est la met la bonne personne qui m'a envoyé l'argent,0.069444444444445,"Ben c'est que moi je j'ai y a un dépôt dans mon compte okay de commercial de 1510 et 65 c'est marqué transmis, émetteur 10421 j'aimerais savoir de où ça provient parce que je suis pas, je suis pas sûre que si c'est la même la bonne personne qui m'a envoyé l'argent.",0.097222222222222,"Ben c'est que moi je j'ai y a un dépôt dans mon compte okay de commercial de 1510 et 65 c'est marqué transmis, émetteur 10421 j'aimerais savoir de où ça provient parce que je suis pas, je suis pas sûre que si c'est la même la bonne personne qui m'a envoyé l'argent.",0.097222222222222
9140656450020000251_NajatS,En fait actuellement j'ai reçu aujourd'hui une nouvelle carte j'ai j'ai pas demandé une carte de remplacement ni de changer ma carte et sur la lettre ils me disent que pour prévention de la fraude j'aimerais juste savoir si c'est une politique de Mastercard de pouvoir envoyer une carte avant expiration.,En fait actuellement j'ai reçu aujourd'hui une nouvelle carte j'ai j'ai pas de monter une carte de remplacement ni de changer ma carte et sur la lettre ils me disent que pour prévention de la fraude j'aimerais juste savoir si c'est une politique de Mastercard de pouvoir envoyer une carte avant expiration,0.035714285714286,seize en fait actuellement j'ai reçu aujourd'hui une nouvelle carte j'ai j'ai pas demandé une carte de remplacement ni de changer ma carte et sur la lettre ils me disent que pour prévention de la fraude j'aimerais juste savoir si c'est une politique de mastercard de pour envoyer une carte avant expiration,0.017857142857143,"En fait. Actuellement, j'ai reçu aujourd'hui une nouvelle carte. J'ai pas demandé une carte de remplacement ni de changer ma carte et sur la lettre ils me disent que pour prévention de la fraude. J'aimerais juste savoir si c'est une politique de Mastercard de pouvoir envoyer une carte avant expiration?",0.053571428571429,"En fait. Actuellement, j'ai reçu aujourd'hui une nouvelle carte, j'ai j'ai pas demandé une carte de remplacement ni de changer ma carte et sur la lettre ils me disent que pour prévention de la fraude. J'aimerais juste savoir si c'est une politique de Mastercard de pouvoir envoyer une carte avant expiration?",0.017857142857143
9140656450020000251_Natalia2,En fait actuellement j'ai reçu aujourd'hui une nouvelle carte j'ai j'ai pas demandé une carte de remplacement ni de changer ma carte et sur la lettre ils me disent que pour prévention de la fraude j'aimerais juste savoir si c'est une politique de Mastercard de pouvoir envoyer une carte avant expiration.,En fait actuellement j'ai reçu aujourd'hui nouvelle carte j'ai j'ai pas demandé une carte de remplacement ni de changer ma carte sur la lettre ils me disent que pour une prévention de la fraude j'aimerais juste savoir si tu politique de Mastercard de pouvoir envoyer une carte avant l'expiration,0.125,dix sept en fait actuellement j'ai reçu aujourd'hui une nouvelle carte je j'ai pas demandé une carte de remplacement ni de changer ma carte et sur la lettre me dise que pour une prévention de la fraude comme juste savoir si c'est une politique de mastercard de pouvoir envoyer une carte avant l'expiration,0.142857142857143,"En fait. Actuellement, j'ai reçu aujourd'hui une nouvelle carte. J'ai pas demandé une carte de remplacement ni d'échanger ma carte. Et sur la lettre, ils me disent que pour une prévention de la fraude, j'aimerais juste savoir si c'est une politique de Mastercard de pouvoir envoyer une carte avant l'expiration.",0.107142857142857,"En fait. Actuellement, j'ai reçu aujourd'hui une nouvelle carte, j'ai j'ai pas demandé une carte de remplacement ni de changer ma carte. Et sur la lettre, ils me disent que pour une prévention de la fraude, j'aimerais juste savoir si c'est une politique de Mastercard de pouvoir envoyer une carte avant l'expiration.",0.035714285714286
9140656886170000251_Anne,"[hésitation] Oui bonjour [hésitation] en fait j'ai un dossier avec vous [mot] dans le transfert de prêt hypothécaire [hésitation] à vous, à la Banque Nationale [agent dit oui] et je voulais parler dans le fond avec [hésitation] quelqu'un pour... pour voir [hésitation] j'aimerais faire des... des projets puis [hésitation] savoir si c'est possible de faire avec mon dossier.",Oui bonjour en fait j'ai un dossier avec vous mots dans le transfert de prêt hypothécaire à vous à la Banque Nationale je voulais parler dans le fond avec quelqu'un pour pour voir j'aimerais faire des des projets pis savoir si c'est possible de faire avec mon dossier,0.032258064516129,dix huit euh oui bonjour euh en fait j'ai un dossier avec vous oui un transfert de pré pot écart euh à vous à la banque nationale et je voulais parler dans le fond avec euh quelqu'un pour pour voir euh j'aimerais faire des des projets puis euh pour savoir si c'est possible de faire avec mon dossier,0.064516129032258,"Oui, Bonjour. En fait, j'ai un dossier avec vous, mot. Dans le transfert de prêt hypothécaire à  vous à  la banque nationale. Et je voulais parler dans le fond avec qui? Tiens pour pour voir, j'aimerais faire des des projets, puis savoir si c'est possible de faire avec mon dossier.",0.016129032258065,"Oui, Bonjour. En fait, j'ai un dossier avec vous, mot. Dans le transfert de prêt hypothécaire à vous à la banque nationale. Et je voulais parler dans le fond avec quelqu'un pour pour voir, j'aimerais faire des des projets puis savoir si c'est possible de faire avec mon dossier.",-0.016129032258065
9140656886170000251_Charles,"[hésitation] Oui bonjour [hésitation] en fait j'ai un dossier avec vous [mot] dans le transfert de prêt hypothécaire [hésitation] à vous, à la Banque Nationale [agent dit oui] et je voulais parler dans le fond avec [hésitation] quelqu'un pour... pour voir [hésitation] j'aimerais faire des... des projets puis [hésitation] savoir si c'est possible de faire avec mon dossier.",Oui bonjour en fait j'ai un dossier avec vous dans le transfert de prêt hypothécaire à vous à la Banque Nationale et je voudrais parler dans le fond avec quelqu'un pour pour voir j'aimerais faire des des projets pis savoir si c'est possible de faire avec mon dossier,0.032258064516129,dix neuf euh oui bonjour en fait j'ai un dossier avec vous dans le transfert de pré pote aire à vous à la banque nationale et je voudrais parler dans le fond avec euh quelqu'un pour pouvoir euh j'aimerais faire des des projets puis euh savoir si c'est possible de pire avec mon dossier,0.096774193548387,"Oui, Bonjour en fait, j'ai un dossier avec vous dans le transfert de prêt hypothécaire à  vous à  la banque nationale et je voudrais parler dans le fond avec quelqu'un pour pouvoir j'aimerais faire des des projets puis savoir si c'est possible de faire avec mon dossier.",0.048387096774194,"Oui, Bonjour en fait, j'ai un dossier avec vous dans le transfert de prêt hypothécaire à vous à la banque nationale et je voudrais parler dans le fond avec quelqu'un pour pouvoir j'aimerais faire des des projets puis savoir si c'est possible de faire avec mon dossier.",0.048387096774194
9140656886170000251_NaimaF,"[hésitation] Oui bonjour [hésitation] en fait j'ai un dossier avec vous [mot] dans le transfert de prêt hypothécaire [hésitation] à vous, à la Banque Nationale [agent dit oui] et je voulais parler dans le fond avec [hésitation] quelqu'un pour... pour voir [hésitation] j'aimerais faire des... des projets puis [hésitation] savoir si c'est possible de faire avec mon dossier.",Oui bonjour en fait j'ai un dossier avec vous dans le transfert de prêt hypothécaire à vous à la Banque Nationale je voudrais parler dans le fond avec quelqu'un pour pour voir j'aimerais faire des des projets puis savoir si c'est possible de faire avec mon dossier,0.032258064516129,vingt euh oui bonjour en fait j'ai un dossier avec ou dans le transfert de pré pote à vous à la banque nationale et je voudrais parler dans le fond avec euh quelqu'un pour euh pour voir euh j'aimerais faire des coge puis euh savoir si c'est possible de faire euh avec mon dossier,0.096774193548387,"Oui, Bonjour en fait, j'ai un dossier avec vous dans le transfert de prêt hypothécaire à  vous à  la banque nationale et je voudrais parler dans le fond avec quelqu'un pour pour voir j'aimerais faire des des projets puis savoir si c'est possible de faire avec mon dossier.",0.016129032258065,"Oui, Bonjour en fait, j'ai un dossier avec vous dans le transfert de prêt hypothécaire à vous à la banque nationale et je voudrais parler dans le fond avec quelqu'un pour pour voir j'aimerais faire des des projets puis savoir si c'est possible de faire avec mon dossier.",0.016129032258065
9140657267960000251_Anne,Oui euh moi j'ai des achats en ligne qui ont été fait effectuées sur ma carte de crédit puis euh je vois pas que ce soit moi qui les a fait là puis [hésitation] à moins que tu sois capable de me mentionner vraiment c'est quoi l'achat. ,Oui moi j'ai des achats en ligne qui a été fait effectuée sur ma carte de crédit pis je veux pas que ce soit moi qui les ai fait pis à moins que tu sois capable de mentionner vraiment c'est quoi l'achat,0.166666666666667,vingt et un oui euh moi j'ai des achats en ligne qui a été fait effectue sur ma carte de crédit puis euh je vois pas ce soit moi qui les ait fait puis euh moi pas capable de mentionner vraiment c'est quoi l'achat,0.229166666666667,"Oui, moi j'ai des achats en ligne qui ont été faits, effectués sur ma carte de crédit, puis je vois pas que ce soit moi qui les ai fait, puis en moins tu sois capable de me mentionner vraiment c'est quoi l'achat?",0.145833333333333,"Oui, moi j'ai des achats en ligne qui ont été faits effectuer sur ma carte de crédit, puis je vois pas que ce soit moi qui les ai fait. Puis à moins que tu sois capable de me mentionner vraiment c'est quoi l'achat.",0.083333333333333
9140657267960000251_NaimaF,Oui euh moi j'ai des achats en ligne qui ont été fait effectuées sur ma carte de crédit puis euh je vois pas que ce soit moi qui les a fait là puis [hésitation] à moins que tu sois capable de me mentionner vraiment c'est quoi l'achat. ,Oui moi j'ai des achats en ligne qui ont été fait effectuée sur ma carte de crédit pis je veux pas que ce soit moi qui les a fait là puis à moins que tu sois capable de me mentionner vraiment c'est quoi l'achat,0.0625,vingt deux oui euh moi j'ai des achats en ligne qui ont été fait effectuer sur ma carte de crédit puis euh je vais voir pas que ce soit moi qui les a fait là puis euh à moins que tu sois capable de me mentionner vraiment c'est quoi la,0.104166666666667,"Oui, moi j'ai des achats en ligne qui ont été faits effectuer sur ma carte de crédit, puis je vois pas que ce soit moi qui les a faits là. Puis à moins que tu sois capable de me mentionner vraiment c'est quoi l'achat.",0.0625,"Oui, moi j'ai des achats en ligne qui ont été faits effectuer sur ma carte de crédit, puis je vois pas que ce soit moi qui les a fait là. Puis à moins que tu sois capable de me mentionner vraiment c'est quoi l'achat.",0.041666666666667
9140665506090000251_NajatS,"D'accord [hésitation] je dois pour faire ça rapidement, je dois subir une intervention chirurgicale qui me coûte 5000 dollars et, c'est payable comptant. J'ai bien sûr l'argent dans mon compte d'épargne, mais j'ai pas accès avec ma carte débit à mon compte d'épargne, puis je pense que pour mon compte [hésitation] régulier là, je suis bloquée à 1000 dollars. Alors [bruit] ce que j'aimerais c'est d'avoir accès à mon compte d'épargne, et aussi que je puisse aller au moins jusqu'à 5000 dollars.",D'accord je dois pour faire ce rapidement je dois subir une intervention chirurgicale qui me coûte 5000 $ et c'est payable comptant j'ai bien sûr l'argent dans mon compte épargne mais j'ai pas accès avec ma carte débit à mon compte d'épargne puis je pense que pour mon compte régulier là je suis bloqué à 1000 $ alors ce que j'aimerais c'est d'avoir accès à mon compte d'épargne et que je puisse aller au moins jusqu'à 5000 $,0.041666666666667,vingt trois d'accord je dois pour faire ça rapidement je dois subir une intervention chirurgie qui nous coûte cinq mille dollars et c'est payable comptant je suis bien sûr l'argent dans mon compte mais j'ai pas accès avec ma carte débit à mon compte d'épargne puis je pense que pour mon compte régulier là je suis bloqué à mille dollars alors euh ce que j'aimerai c'est d'avoir accès à mon compte départ et aussi que je puisse aller au moins jusqu'à cinq mille dollars,0.104166666666667,"D'accord, je dois, pour faire ça rapidement, je dois subir une intervention chirurgicale qui me coûte 5000,00$, c'est payable content, j'ai bien sûr l'argent dans mon compte épargne. Mais j'ai pas accès avec ma carte de débit à  mon compte d'épargne, puis je pense que pour mon compte régulier, là  je suis bloquée à  1000$. Alors ce que j'aimerais c'est d'avoir accès à  mon compte d'épargne et aussi que je puisse aller au moins jusqu'à  5000$.",0.041666666666667,"D'accord, je dois, pour faire ça rapidement, je dois subir une intervention chirurgicale qui me coûte 5000,00$, c'est payable comptant. J'ai bien sûr l'argent dans mon compte d'épargne. Mais j'ai pas accès avec ma carte débit à mon compte d'épargne puis je pense que pour mon compte régulier, là je suis bloquée à 1000$. Alors ce que j'aimerais c'est d'avoir accès à mon compte d'épargne et aussi que je puisse aller au moins jusqu'à 5000$.",0.010416666666667
