file_id,contact_id,reference,transcription
123515_NaimaF,123515,Je veux faire un dépôt de quatre vingt dix mille deux cent quarante-trois dollars et  un autre trente-neuf mille dollars et  trois cent soixante et un le 23 novembre 2021,"Je vais faire un dépôt de 90243,01$ autre 39000,03$ 61, le 23 novembre 2021."
123516_NaimaF,123516,Je dois effectuer un transfert international de huit mille six cent six dollars à mon oncle a Paris le 30 juin 2021,Je dois effectuer un transfert international de 8606$ à mon oncle à Paris le 30 juin 2021.
123517_NaimaF,123517,J'aimerais céduler un paiement mensuel de trente neuf dollar et soixante huit sous qui sera versé tous les 28 du mois à partir d'octobre.,"J'aimerais du lait. Un paiement mensuel de 39,68$ sous qui sera versé tous les 28 du mois à partir d'octobre."
123518_NaimaF,123518,J'aimerais céduler un paiement mensuel de soixante neuf dollar et cinquante neuf sous qui sera versé tous les 14 du mois à partir de mars 2022.,"J'aimerais céduler un paiement mensuel de 69,59$ sous qui sera versé tous les 14 du mois à partir de mars 2022."
123519_NaimaF,123519,Transfer trente et un mille et quatre dollars a mon compte REER  au 16  avril 2022,Transférer 31000 et 4$ à mon compte réer au 16 avril 2022.
123520_NaimaF,123520,moi j'aimerais transférer deux mille soixante-dix-huit dollars s'il vous plaît de mon compte américain le 17 décembre,"Moi, j'aimerais transférer 2078$ s'il vous plaît de mon compte américain le 17 décembre."
123521_NaimaF,123521,Transfer trente-cinq mille cent trente dollars et aussi trente-trois mille neuf cent vingt dollars,"Transférer, 35130,00$ aussi 33920$."
123522_NaimaF,123522,Transfer soixante sept mille trente dollars et transfer aussi vingt cinq mille sept cent quinze dollars et trente sous,"Transférer 67030,00$ transférer aussi 25715,30$ sous."
123523_NaimaF,123523,J'aimerais transférer deux mille huit cent trente-quatre dollars de mon compte-chèques à mon compte d'épargne. J'aimerais verser deux cent quatre-vingt-quinze dollars  a la fin de chaque mois sur mon compte Bell.,"J'aimerais transférer 2834,00$ de mon compte chèque à mon compte d'épargne et j'aimerais aussi verser 295$ à la fin de chaque mois sur mon compte belle."
123524_NaimaF,123524,Transfert mille dollars et cent dix et un autre deux mille soixante douze dollars et douze sous de mon compte CELI le 20 novembre,"Transfert 1000,00$ 10 et un autre 2072,12$ sous de mon compte celi le 20 novembre."
123525_NaimaF,123525,Transfert  vingt-et-un mille cent dix dollars  et trois mille quatre cent cinquante-cinq dollars  de mon compte CELI le 2 décembre de cette année.,"Transfert 21110,03$ 1455,00$ de mon compte celi le 2 décembre de cette année."
123526_NaimaF,123526,Transfer treize mille treize dollars a mon compte REER  le 10 février 2022,"Transfert, 13013$ à mon compte réel le 10 février 2022."
123527_NaimaF,123527,Je veux faire un dépôt de quatre vingt un mille et quatre vingt trois dollars et  un autre transfer de trente et un mille dollars et  neuf cent soixante et trois le 30 novembre 2021,"Je vais faire un dépôt de 81000 et 83,01$ autre transfert de 31000,09$ 160 et 3 le 30 novembre 2021."
123528_NaimaF,123528,Je dois effectuer un transfert international de neuf mille cent sept dollars à mon oncle le 30 juillet 2021,Je dois effectuer un transfert Inter international de 9107$ à mon oncle le 30 juillet 2021.
123529_NaimaF,123529,J'aimerais céduler un paiement mensuel de trente deux dollar et dix-huit sous le 7 de chaque mois à partir d'octobre.,"J'aimerais céduler un paiement mensuel de 32,18$ sous le 7 de chaque mois à partir d'octobre."
123530_NaimaF,123530,J'aimerais céduler un paiement mensuel de quarante neuf dollar et quatrante neuf sous tous le 11 du mois à partir d'avril 2022.,"Je m'assis du lait un paiement mensuel de 49,49$ sous tous les 11 du mois à partir d'avril 2022."
123531_NaimaF,123531,Transfer vingt et un mille et quatre vingt dix neuf dollars a mon compte REER  au 3  avril 2022,Transfert 21000 et 99$ à mon compte réer au 3 avril 2022.
123532_NaimaF,123532,moi j'aimerais transférer à en Floride s'il vous plaît de mon compte américain le 31 décembre,"Moi, j'aimerais transférer 20079$ en Floride. S'il vous plaît de mon compte américain, le 31 décembre."
123533_NaimaF,123533,Transfer six mille cent trois dollars et trente quatre mille quatre cent dix dollars,"Transférer 6103,00$ 34410$."
123534_NaimaF,123534,Je voudrais transférer 1345 dollars et aussi 2564 dollars a mon compte REER aujourd'hui.,"Je voudrais transférer 1345,00$ aussi 2564$ à mon compte réer aujourd?"
123535_NaimaF,123535,Je voudrais transférer 2898 dollars et 1135 dollars sur mon compte CPG demain.,"Je voudrais transférer 2898,00$ 1135$ sur mon compte, cpg demain."
123536_NaimaF,123536,Je voudrais changer mon NIP a soixante six soixante dix sept et quatre vingt huit.,Je voudrais changer mon nip à 66 77 88.
123537_NaimaF,123537,"Je voudrais faire 3 transferts sur mon compte d'épargne BNC, le premier montant est de 1234 dollars, le second de 2345 dollars et le dernier de 3456 dollars.","Je voudrais faire 3 transferts sur mon compte d'épargne BNC. Le premier montant est de 1234$, le 2nd de 2345,00$, le dernier de 3456,00$."
123538_NaimaF,123538,Je voudrais transférer 6677 dollars et 7788 dollars sur mon compte CPG demain.,"Je voudrais transférer 6677,00$ 7788,00$ sur mon compte cpg demain."
123539_NaimaF,123539,Je voudrais transférer 1001 dollars et 2002 dollars sur mon compte CPG demain.,"Je voudrais transférer 1001,00$ 2002$ sur mon compte, CPG demain."
123540_NaimaF,123540,Je voudrais transférer 20001 dollars et 3005 dollars sur mon compte CPG demain.,"Je voudrais transférer 20001,00$ 3005$ sur mon compte, CPG demain."
123541_NaimaF,123541,Je voudrais transférer 8888 dollars et 7567 dollars sur mon compte CPG demain.,"Je voudrais transférer 8888,07$ 1567$ sur mon compte, cpg demain."
123542_NaimaF,123542,J'aimerais céduler un paiement mensuel de trente cinq dollar et vingt cinq sous qui sera versé tous les 17 du mois à partir d'octobre.,"J'aimerais, c'est du lait. Un paiement mensuel de 35,25$ sous qui sera versé tous les 17 du mois à partir d'octobre."
123543_NaimaF,123543,J'aimerais céduler un paiement mensuel de soixante huit dollar et trente cinq sous qui sera versé tous les 8 du mois à partir d'octobre.,"J'aimerais du lait. Un paiement mensuel de 68,35$ sous qui traversaient tous les 8 du mois à partir d'octobre."
123544_NaimaF,123544,J'aimerais céduler un paiement mensuel de cinquante huit dollar et neuf sous qui sera versé tous le premier du mois à partir d'octobre.,"J'aimerais céduler un paiement mensuel de 58,09$ sous qui sera versé tous les premiers du mois à partir d'octobre."
123545_NaimaF,123545,"Je voudrais faire 3 transferts sur mon compte d'épargne BNC, le premier montant est de 65343 dollars, le second de 2999 dollars et le dernier de 20 dollars.","Je voudrais faire 3 transferts sur mon compte d'épargne BNC. Le premier montant est de soi 65343$. Le 2nd de 2999,00$, le dernier de 20,00$."
123546_NaimaF,123546,"Je voudrais faire 3 transferts sur mon compte d'épargne BNC, le premier montant est de 1234 dollars, le second de 2345 dollars et le dernier de 3456 dollars.","Je voudrais faire 3 transferts sur mon compte d'épargne BNC. Le premier montant est de 1234$, le 2nd de 2345,00$, le dernier de 3456,00$."
123547_NaimaF,123547,"Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier d'un montant de 10 dollars, le second de 20 dollars, le troisième de 30 dollars, le quatrième de 40 dollars et le cinquième de 50 dollars.","Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier d'un montant de 10$, le 2nd de 20$ le 3e de 30,00$ le 4e de 40,00$ le 5e de 50$."
123548_NaimaF,123548,"Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier de 60 dollars, le second de 70 dollars, le troisième de 80 dollars, le quatrième de 90 dollars et le cinquième de 100 dollars.","Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier de 60$, le 2nd de 70,00$, le 3e de quatre-vingts dollars, le 4e de 90,00$, le 5e de 100$."
123549_NaimaF,123549,"Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier de 100 dollars, le deuxième de 200 dollars, le troisième de 300 dollars, le quatrième de 400 dollars et le cinquième de 500 dollars.","Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier de 100,00$, le 2e de 200$, le 3e de 300$, le 4e de 400,00$, le 5e de 500$."
123550_NaimaF,123550,"Je voudrais faire 5 virements sur mon compte d'épargne BNC, le premier de 600 dollars, le deuxième de 700 dollars, le troisième de 800 dollars, le quatrième de 900 dollars et le cinquième de 1000 dollars.","Je voudrais faire 5 virements sur mon compte d'épargne BC le premier de 600$, le 2e de 700$, le 3e de 800,00$, le 4e de 900,00$, le 5e de 1000 Do."
123551_NaimaF,123551,"Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier de 1001 dollars, le deuxième de 1010 dollars, le troisième de 1100 dollars, le quatrième de 1110 dollars et le cinquième de 1111 dollars.","Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier de 1001,00$, le 2e de 1010$, le 3e de 1100,00$, le 4e de 1110,00$, le 5e de 1111$."
123552_NaimaF,123552,"Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier pour 2001 dollars, le deuxième pour 2020 dollars, le troisième pour 2200 dollars, le quatrième pour 2220 dollars et le cinquième pour 2222 dollars.","Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier pour 2001,00$ le 2e pour 2020$, le 3e pour 2200$, 4e pour 2220,00$, le 5e pour 2222$."
123553_NaimaF,123553,"Je voudrais faire 5 transferts sur mon compte REER, le premier pour 3001 dollars, le deuxième pour 3030 dollars, le troisième pour 3300 dollars, le quatrième pour 3330 dollars, le cinquième pour 3333 dollars.","Je voudrais faire 5 transferts sur mon compte réer, le premier pour 3001,00$, le 2e pour 3030$, le 3e pour 3300$, le 4e pour 3330$, le 5e pour 3333$."
123554_NaimaF,123554,Je voudrais payer  13511 dollars à ma marge de crédit,Je voudrais payer 13511$ à ma marge de crédit.
123555_NaimaF,123555,Je voudrais payer  13533 dollars à ma marge de crédit,Je voudrais payer 13533$ à ma marge de crédit.
123556_NaimaF,123556,Je voudrais payer  13555 dollars à ma marge de crédit,Je voudrais payer 13555$ à ma marge de crédit.
123557_NaimaF,123557,Je voudrais payer  13566 dollars à ma marge de crédit,Je voudrais payer 13566$ à ma marge de crédit.
123558_NaimaF,123558,Je voudrais payer  13577 dollars à ma marge de crédit,Je voudrais payer 13577$ à ma marge de crédit.
123559_NaimaF,123559,Je voudrais payer  13588 dollars à ma marge de crédit,Je voudrais payer 13588$ à ma marge de crédit.
123560_NaimaF,123560,Je voudrais payer  13599 dollars à ma marge de crédit,Je voudrais payer 13599$ à ma marge de crédit.
9140224073330000251_Anne,9.14022E+18,"Donc [hésitation] pour moi ça sera pas la première fois, ça fait 8 ans que je retourne des virements du Maroc, et [hésitation] ça fait vraiment plus de 4 jours ouvrables donc [hésitation] je sais pas si vous pouvez [hésitation] d'une façon ou d'une autre vérifier [hésitation] la trajectoire du virement.","Donc pour moi ça sera pas la première fois, ça fait 8 ans que je retourne des virements du Maroc et ça fait vraiment plus de 4 jours ouvrables donc. Je sais pas si vous pouvez d'une façon ou d'une autre vérifier la trajectoire du virement."
9140224073330000251_AwaS,9.14022E+18,"Donc [hésitation] pour moi ça sera pas la première fois, ça fait 8 ans que je retourne des virements du Maroc, et [hésitation] ça fait vraiment plus de 4 jours ouvrables donc [hésitation] je sais pas si vous pouvez [hésitation] d'une façon ou d'une autre vérifier [hésitation] la trajectoire du virement.","Donc pour moi ça sera pas la première fois, ça fait 8 ans que je retourne des virements du Maroc. Et. Ça fait vraiment plus de 4 jours ouvrables, donc je sais pas si vous pouvez d'une façon ou d'une autre vérifier la trajectoire du virement."
9140224073330000251_NaimaF,9.14022E+18,"Donc [hésitation] pour moi ça sera pas la première fois, ça fait 8 ans que je retourne des virements du Maroc, et [hésitation] ça fait vraiment plus de 4 jours ouvrables donc [hésitation] je sais pas si vous pouvez [hésitation] d'une façon ou d'une autre vérifier [hésitation] la trajectoire du virement.","Donc pour moi ça sera pas la première fois, ça fait 8 ans que je retourne des virements du Maroc et ça fait vraiment plus de 4 jours ouvrables. Donc je sais pas si vous pouvez d'une façon ou d'une autre vérifier la trajectoire du virement."
9140232168240000251_Anne,9.14023E+18,"[hésitation] moi j'ai un prêt auto avec vous là, j'aimerais ça faire un paiement de 2500 [hésitation] vendredi.","Ben moi, j'ai un prêt auto avec vous, là j'aimerais ça faire un paiement de 2500 vendredi."
9140232168240000251_Charles,9.14023E+18,"[hésitation] moi j'ai un prêt auto avec vous là, j'aimerais ça faire un paiement de 2500 [hésitation] vendredi.","Moi, j'ai un prêt auto avec vous, là j'aimerais ça faire un paiement de 2500 vendredi."
9140232168240000251_NaimaF,9.14023E+18,"[hésitation] moi j'ai un prêt auto avec vous là, j'aimerais ça faire un paiement de 2500 [hésitation] vendredi.","Moi, j'ai un prêt auto avec vous, là j'aimerais ça faire un paiement de 2500 vendredi."
9140233914300000251_Anne,9.14023E+18,Ah c'est parce qu'ils m'avaient appelé moi j'avais appelé pour [hésitation] ben pour faire [hésitation] arrêter un paiement là c'était Xbox à 13 dollars par mois et puis [hésitation] là ils ont dit ben c'est une fraude nous autres on prend ça comme une fraude là puis il y a quelqu'un qui m'avait rappelé là-dessus et puis là je retournais l'appel.,"Ah, c'est parce qu'il m'avait appelé Moi, j'avais appelé pour Ben pour faire arrêter un paiement, là c'était Xbox à 13$ par mois et puis là ils ont dit Ben c'est une fraude nous autres on prend ça comme une fraude là pis y a quelqu'un qui m'avait rappelé là-dessus. Et puis là je retournais l'appel."
9140233914300000251_Charles,9.14023E+18,Ah c'est parce qu'ils m'avaient appelé moi j'avais appelé pour [hésitation] ben pour faire [hésitation] arrêter un paiement là c'était Xbox à 13 dollars par mois et puis [hésitation] là ils ont dit ben c'est une fraude nous autres on prend ça comme une fraude là puis il y a quelqu'un qui m'avait rappelé là-dessus et puis là je retournais l'appel.,"À c'est parce qu'il m'avait appelé moi, j'avais appelé pour pour faire arrêter un paiement, là c'était Xbox à 13$ par mois et puis là ils ont dit Ben c'est une fraude nous autres on prend ça comme une fraude là pis y a quelqu'un qui m'avait rappelé là-dessus, puis là je retournais l'appel."
9140233914300000251_rima,9.14023E+18,Ah c'est parce qu'ils m'avaient appelé moi j'avais appelé pour [hésitation] ben pour faire [hésitation] arrêter un paiement là c'était Xbox à 13 dollars par mois et puis [hésitation] là ils ont dit ben c'est une fraude nous autres on prend ça comme une fraude là puis il y a quelqu'un qui m'avait rappelé là-dessus et puis là je retournais l'appel.,"Ah, c'est parce qu'il m'avait appelé Moi, j'avais appelé pour Ben pour faire. Arrêter un paiement là, c'était Xbox à 13$ par mois et puis là ils ont dit Ben c'est une fraude nous autres on prend ça comme une fraude là puis il y a quelqu'un qui m'avait rappelé là-dessus et puis là je retournais l'appel."
9140234222640000251_Charles,9.14023E+18,J'ai eu des frais là d'intérêts sur ma carte de crédit [hésitation] le paiement a été fait là le le le lendemain [hésitation] de la date. [agent dit: ok] Je trouve ça plate un petit peu qu'on ait pas de de rappel par courriel hein moi je.," J'ai eu des frais là d'intérêt, sur ma carte de crédit. Le paiement a été fait là le le lendemain de la date, je trouve ça plate un petit peu qu'on n'est pas de de rappel par courriel hein, moi je."
9140234222640000251_NaimaF,9.14023E+18,J'ai eu des frais là d'intérêts sur ma carte de crédit [hésitation] le paiement a été fait là le le le lendemain [hésitation] de la date. [agent dit: ok] Je trouve ça plate un petit peu qu'on ait pas de de rappel par courriel hein moi je.,"J'ai eu des frais là d'intérêt, sur ma carte de crédit. Le paiement a été fait là le le le lendemain de la date je trouve ça plate un petit peu qu'on n'est pas de de rappel par courriel. Moi je."
9140234222640000251_NajatS,9.14023E+18,J'ai eu des frais là d'intérêts sur ma carte de crédit [hésitation] le paiement a été fait là le le le lendemain [hésitation] de la date. [agent dit: ok] Je trouve ça plate un petit peu qu'on ait pas de de rappel par courriel hein moi je.,"J'ai eu des frais là d'intérêt, sur ma carte de crédit. Le paiement a été fait là le le le lendemain de la date je trouve ça plate un petit peu qu'on n'est pas de de rappel par courriel hein, moi je."
9140251082810000251_AwaS,9.14025E+18,"Oui en fait c'est ça je vous appelle parce que [hésitation] je suis plus capable en fait de rentrer sur mon application là avec mon téléphone. Puis ils m'envoient tsé un code de confirmation mais le courriel en fait n'est plus valide, donc là je suis un peu bloquée, puis j'ai essayé aussi tsé directement sur [hésitation] internet [agent dit : ok] ben sur internet là, sur le telnat là direct puis ça fonctionne pas plus.","Oui, en fait c'est seul. Je vous appelle parce que je suis plus capable en fait de rentrer sur mon application là avec mon téléphone, puis il m'envoie, tu sais, un code de confirmation, mais le courriel en fait n'est plus valide. Donc là je suis un peu bloquée. Puis j'ai essayé aussi, tu sais directement sur Internet. Ben sur internet, là sur le telnat là direct, puis ça fonctionne pas plus."
9140251082810000251_Charles,9.14025E+18,"Oui en fait c'est ça je vous appelle parce que [hésitation] je suis plus capable en fait de rentrer sur mon application là avec mon téléphone. Puis ils m'envoient tsé un code de confirmation mais le courriel en fait n'est plus valide, donc là je suis un peu bloquée, puis j'ai essayé aussi tsé directement sur [hésitation] internet [agent dit : ok] ben sur internet là, sur le telnat là direct puis ça fonctionne pas plus.","Oui, en fait, c'est ça. Je vous appelle parce que je suis plus capable en fait de rentrer sur mon application là avec mon téléphone, pis ils m'ont envoyé. Tu sais, un code de confirmation, mais le courriel en fait n'est plus valide. Donc là je suis un peu bloqué pis j'ai j'ai essayé aussi, tu sais directement sur Internet bien sur internet, là sur le telnat là Direct pis ça fonctionne pas plus."
9140251082810000251_NajatS,9.14025E+18,"Oui en fait c'est ça je vous appelle parce que [hésitation] je suis plus capable en fait de rentrer sur mon application là avec mon téléphone. Puis ils m'envoient tsé un code de confirmation mais le courriel en fait n'est plus valide, donc là je suis un peu bloquée, puis j'ai essayé aussi tsé directement sur [hésitation] internet [agent dit : ok] ben sur internet là, sur le telnat là direct puis ça fonctionne pas plus.","Oui, en fait, c'est ça. Je vous appelle parce que je suis plus capable en fait de rentrer sur mon application là avec mon téléphone puis m'envoie, tu sais, un code de confirmation, mais le courriel en fait n'est plus valide, donc là je suis un peu bloquée. Puis j'ai essayé aussi de tes directement sur Internet, Ben sur internet, là sur le telnat là direct, puis ça fonctionne pas plus."
9140259284010000251_Charles,9.14026E+18,En fait j'appelle euh pour deux choses là pour commencer en fait j'aimerais voir si je peux avoir une nouvelle carte de débit parce que mon PayPass ne fonctionne plus dessus.,"En fait, j'appelle pour 2 choses là pour commencer, en fait, j'aimerais voir si je peux avoir une nouvelle carte de débit parce que mon paypass ne fonctionne plus dessus."
9140259284010000251_NaimaF,9.14026E+18,En fait j'appelle euh pour deux choses là pour commencer en fait j'aimerais voir si je peux avoir une nouvelle carte de débit parce que mon PayPass ne fonctionne plus dessus.,"En fait, j'appelle pour 2 choses là pour commencer, en faite, j'aimerais voir si je peux avoir une nouvelle carte de débit parce que mon paypass ne fonctionne plus dessus."
9140267034220000251_Charles,9.14027E+18,j'aimerais savoir j'ai une transaction un virement de 400 dollars dans un de mes comptes j'aimerais savoir où ça été euh viré.,"J'aimerais savoir, j'ai une transaction, un virement de 400$ dans un de mes comptes, j'aimerais savoir où ça a été viré?"
9140267034220000251_NajatS,9.14027E+18,j'aimerais savoir j'ai une transaction un virement de 400 dollars dans un de mes comptes j'aimerais savoir où ça été euh viré.,"J'aimerais savoir, j'ai une transaction, un virement de 400$ dans un de mes comptes, j'veux savoir où ça a été viré."
9140267034220000251_Natalia,9.14027E+18,j'aimerais savoir j'ai une transaction un virement de 400 dollars dans un de mes comptes j'aimerais savoir où ça été euh viré.,"J'aimerais savoir, j'ai une transaction, un virement de 400$ dans une de mes comptes, j'aimerais savoir où ça a été viré?"
9140268371110000251_AwaS,9.14027E+18,c'est que je viens de perdre ma carte de guichet je suis pas capable de la trouver nulle part je suis dans un parc et j'ai Paypass en plus fait que il faudra que je cancelle ma carte.,"C'est que je viens de perdre ma carte de guichet, je suis pas capable de la trouver nulle part. Je suis dans un parc et j'ai paypass en plus fait que il faudrait que je cancelle ma carte."
9140268371110000251_Charles,9.14027E+18,c'est que je viens de perdre ma carte de guichet je suis pas capable de la trouver nulle part je suis dans un parc et j'ai Paypass en plus fait que il faudra que je cancelle ma carte.,"C'est que je viens de perdre ma carte de guichet, je suis pas capable de la trouver nulle part. Je suis dans un parc et j'ai paypass en plus fait qu'il faudrait que je cancelle ma carte."
9140268371110000251_NajatS,9.14027E+18,c'est que je viens de perdre ma carte de guichet je suis pas capable de la trouver nulle part je suis dans un parc et j'ai Paypass en plus fait que il faudra que je cancelle ma carte.,"C'est que je viens de perdre ma carte de guichet, je suis pas capable de la trouver nulle part. Je suis dans un parc et j'ai paypass en plus fait que il faudra que je cancelle ma carte."
9140276196020000251_Charles,9.14028E+18,"Écoutez j'arrive pas à avoir accès en ligne là ça fait longtemps... à mon compte, puis aussi [hésitation] à 8 chiffres c'est marqué ""on peut pas... vous pouvez pas pour... pour l'instant on peut pas faire votre transaction"".","Écouter, j'arrive pas à avoir accès en ligne, là ça fait longtemps à mon compte. Puis aussi à 8 chiffres, c'est marqué, on peut pas, vous pouvez pas pour pour l'instant on peut pas faire votre transaction."
9140276196020000251_NajatS,9.14028E+18,"Écoutez j'arrive pas à avoir accès en ligne là ça fait longtemps... à mon compte, puis aussi [hésitation] à 8 chiffres c'est marqué ""on peut pas... vous pouvez pas pour... pour l'instant on peut pas faire votre transaction"".","Écoutez, j'arrive pas à avoir accès en ligne, là ça fait longtemps à mon compte. Puis aussi à 8 chiffres, c'est marqué, on peut pas, vous pouvez pas pour pour l'instant on peut pas faire votre transaction."
9140276196020000251_Natalia,9.14028E+18,"Écoutez j'arrive pas à avoir accès en ligne là ça fait longtemps... à mon compte, puis aussi [hésitation] à 8 chiffres c'est marqué ""on peut pas... vous pouvez pas pour... pour l'instant on peut pas faire votre transaction"".","Écoutez, j'arrive pas à avoir accès en ligne, là ça fait longtemps à mon compte. Puis aussi à 8 chiffre, c'est marqué, on peut pas, vous pouvez pas pour pour l'instant, on ne peut pas faire votre attraction."
9140277912220000251_Charles,9.14028E+18,Oui bonjour [hésitation] j'ai faite un changement d'adresse sur sur le site la le le site mobile [hésitation] puis on me disait que c'était pour prendre un à trois jours ouvrables là ça fait trois jours puis j'ai aucun [hésitation] y a aucun changement pour [mot],"Oui, Bonjour, j'ai fait un changement d'adresse sur sur le site, là le le site mobile puis on me disait que c'était pour prendre un à 3 jours ouvrables là ça fait 3 jours puis j'ai aucune y a aucun changement pour blablabla."
9140277912220000251_NaimaF,9.14028E+18,Oui bonjour [hésitation] j'ai faite un changement d'adresse sur sur le site la le le site mobile [hésitation] puis on me disait que c'était pour prendre un à trois jours ouvrables là ça fait trois jours puis j'ai aucun [hésitation] y a aucun changement pour [mot],"Oui, Bonjour, j'ai fait un changement d'adresse sur le site, là le le le site mobile. Puis on me disait. Que c'était pour prendre un à 3 jours ouvrables, là, ça fait 3 jours puis j'ai aucun y a aucun changement pour le bla."
9140277912220000251_NajatS,9.14028E+18,Oui bonjour [hésitation] j'ai faite un changement d'adresse sur sur le site la le le site mobile [hésitation] puis on me disait que c'était pour prendre un à trois jours ouvrables là ça fait trois jours puis j'ai aucun [hésitation] y a aucun changement pour [mot],"Oui, Bonjour, j'ai fait un changement d'adresse sur sur le site, là le le le site mobile puis on me disait que c'était pour prendre un à 3 jours ouvrables là ça fait 3 jours puis j'ai aucun il y a aucun changement pour 1Z."
9140287238110000251_AwaS,9.14029E+18,[Hésitation] en fait j'ai fait un paiement [hésitation] je pense si je me souviens bien c'était mercredi ou jeudi passé puis je l'ai fait dans le mauvais compte.,"Je fait, j'ai fait un paiement, je pense si je me souviens bien, c'était mercredi ou jeudi passé, puis je l'ai fait dans le mauvais compte."
9140287238110000251_Charles,9.14029E+18,[Hésitation] en fait j'ai fait un paiement [hésitation] je pense si je me souviens bien c'était mercredi ou jeudi passé puis je l'ai fait dans le mauvais compte.,"En fait, j'ai fait un paiement, je pense si je me souviens bien, c'était mercredi ou jeudi passé, puis je l'ai fait dans le mauvais compte."
9140287238110000251_NaimaF,9.14029E+18,[Hésitation] en fait j'ai fait un paiement [hésitation] je pense si je me souviens bien c'était mercredi ou jeudi passé puis je l'ai fait dans le mauvais compte.,"En fait, j'ai fait un paiement, je pense si je me souviens bien, c'était mercredi ou jeudi passé, puis je l'ai fait dans le mauvais compte."
