file_id,contact_id,reference,nuance,genesys,microsoft,microsoft_dlm
123513_NaimaF,123513.0,Transfert de trente-et-un mille neuf cent dix dollars  et quatre mille quatre cent cinquante-deux dollars  de mon compte CELI le 23 décembre une fois cette année.  ,Transfert de 31 910 $ et 4452 $ de mon compte CELI le 23 décembre une fois cette année,quatorze enfer de trente et un mille neuf cent dix dollars et quatre mille quatre cent cinquante deux dollars de mon compte si le vingt trois décembre une fois cette année,"Transfert de 31910,04$ 1452,00$ de mon compte celi le 23 décembre une fois cette année?","Transfert de 31910,00$ 4452$ de mon compte celi le 23 décembre une fois cette année."
123514_NaimaF,123514.0,Transfer cinq mille douze dollars a mon compte REER  au premier février 2022 ,Transfère 5012 $ à mon compte REER le 1er février 2022,think transfère cinq mille douze dollars à mon contraire le premier février deux mille vingt,Transfert 5012$ à  mon compte réduire le 1 février 2022.,Transfert 5012$ à mon compte réer le 1 février 2022.
123515_NaimaF,123515.0,Je veux faire un dépôt de quatre vingt dix mille deux cent quarante-trois dollars et  un autre trente-neuf mille dollars et  trois cent soixante et un le 23 novembre 2021,Je veux faire un dépôt de 90 243 $ et un autre 39 000 $ et 361 le 23 novembre 2021,seize je vais faire un dépôt de quatre vingt dix mille deux cent quarante trois dollars et un autre trente neuf mille dollars et trois cent soixante et un le vingt trois novembre deux mille vingt et,"Je vais faire un dépôt de 90243,01$ autre 39000,03$ 61, le 23 novembre 2021.","Je vais faire un dépôt de 90243,01$ autre 39000,03$ 61, le 23 novembre 2021."
123516_NaimaF,123516.0,Je dois effectuer un transfert international de huit mille six cent six dollars à mon oncle a Paris le 30 juin 2021,Je voudrais facturer un transfert international de 8606 $ à mon oncle à Paris le 30 juin 2021,dix sept je ai effectuer un transfert international de huit mille six cents six dollars à mon oncle à paris le trente juin deux mille vingt et un,Je dois effectuer un transfert international de 8606$ à  mon oncle à  Paris le 30 juin 2021.,Je dois effectuer un transfert international de 8606$ à mon oncle à Paris le 30 juin 2021.
123517_NaimaF,123517.0,J'aimerais céduler un paiement mensuel de trente neuf dollar et soixante huit sous qui sera versé tous les 28 du mois à partir d'octobre. ,"J'aimerais celui-là un paiement mensuel de 39,68 $ qui sera versé tous les 28 du mois à partir d'octobre",dix huit j'aimerais schéduler un paiement mensuel de trente neuf dollars et soixante huit sous qui sera versé tous les valus du mois à partir d'octobre,"J'aimerais du lait. Un paiement mensuel de 39,68$ sous qui sera versé tout les 28 du mois à  partir d'octobre.","J'aimerais du lait. Un paiement mensuel de 39,68$ sous qui sera versé tous les 28 du mois à partir d'octobre."
123518_NaimaF,123518.0,J'aimerais céduler un paiement mensuel de soixante neuf dollar et cinquante neuf sous qui sera versé tous les 14 du mois à partir de mars 2022. ,"J'aimerais cellulaire moment Suel de 69,59 $ qui sera versé tous les 14 du mois à partir de mars 2022",dix neuf j'aime reschéduler un de mon mensuel de soixante neuf dollars et cinquante neuf sous qui sera versé tous les quatorze du mois à partir de mars deux mille vingt deux,"J'aimerais cellules un paiement mensuel de 69,59$ sous qui sera versé tous les 14 du mois à  partir de mars 2022.","J'aimerais céduler un paiement mensuel de 69,59$ sous qui sera versé tous les 14 du mois à partir de mars 2022."
123519_NaimaF,123519.0,Transfer trente et un mille et quatre dollars a mon compte REER  au 16  avril 2022 ,Transférer 31 004 $ à mon compte REER au 16 avril 2022,vingt transférer trente et un mille et quatre dollars à mon contraire au seize avril deux mille vingt deux,Transférer 31000 et 4$ à  mon compte réer au 16 avril 2022.,Transférer 31000 et 4$ à mon compte réer au 16 avril 2022.
123520_NaimaF,123520.0,moi j'aimerais transférer deux mille soixante-dix-huit dollars s'il vous plaît de mon compte américain le 17 décembre,Moi j'aimerais transférer 2078 $ s'il vous plaît de mon compte américain le 17 décembre,vingt et un moi j'aimerais transférer deux mille soixante dix huit dollars s'il vous plait de mon compte américain le dix sept décembre,"Moi, j'aimerais transférer 2078$ s'il vous plaît de mon compte américain le 17 décembre.","Moi, j'aimerais transférer 2078$ s'il vous plaît de mon compte américain le 17 décembre."
123521_NaimaF,123521.0,Transfer trente-cinq mille cent trente dollars et aussi trente-trois mille neuf cent vingt dollars,Transférer 35 130 $ et aussi 33 920 $,vingt deux transféré trente cinq mille cent trente dollars et aussi trente trois mille neuf cent vingt dollars,"Transférer, 35130,00$ aussi 33920$.","Transférer, 35130,00$ aussi 33920$."
123522_NaimaF,123522.0,Transfer soixante sept mille trente dollars et transfer aussi vingt cinq mille sept cent quinze dollars et trente sous,"Transférer 67 030 $ et transférer aussi 25 715,30 $",vingt trois transférer soixante sept mille trente dollars et transfert aussi vingt cinq mille sept cent quinze dollars et trente,"Transférer 67030,00$ transfert aussi 25715,30$ sous.","Transférer 67030,00$ transférer aussi 25715,30$ sous."
123523_NaimaF,123523.0,J'aimerais transférer deux mille huit cent trente-quatre dollars de mon compte-chèques à mon compte d'épargne. J'aimerais verser deux cent quatre-vingt-quinze dollars  a la fin de chaque mois sur mon compte Bell.,J'aimerais transférer 2834 $ de mon compte chèques à mon compte épargne aimerais aussi verser 295 $ à la fin de chaque mois sur mon compte bell,vingt quatre j'aimerais transférer deux mille huit cent trente quatre dollars de mon compte check à mon compagne j'aimerais aussi verser deux cent quatre vingt quinze dollars à la fin de chaque mois sur mon compte d'elle,"J'aimerais transférer 2834$ de mon compte chèque à  mon compte d'épargne et j'aimerais aussi verser 295,00$ à  la fin de chaque mois sur mon compte belle.","J'aimerais transférer 2834,00$ de mon compte chèque à mon compte d'épargne et j'aimerais aussi verser 295$ à la fin de chaque mois sur mon compte belle."
123524_NaimaF,123524.0,Transfert mille dollars et cent dix et un autre deux mille soixante douze dollars et douze sous de mon compte CELI le 20 novembre,"Transfert 1000 $ et 70 autres 2072,12 $ de mon compte CELI le 20 novembre",vingt cinq transfert mille dollars et cent dix et un autre deux mille soixante douze dollars et douze sous de mon compte série le vingt novembre,"Transfert 1000,00$ 10 et un autre 2072,12$ sous de mon compte celi le 20 novembre.","Transfert 1000,00$ 10 et un autre 2072,12$ sous de mon compte celi le 20 novembre."
123525_NaimaF,123525.0,Transfert  vingt-et-un mille cent dix dollars  et trois mille quatre cent cinquante-cinq dollars  de mon compte CELI le 2 décembre de cette année.  ,Transfert 21 110 $ et 3455 $ de mon compte CELI le 2 décembre de cette année,transfert vingt et un mille cent dix dollars et trois mille quatre cent cinquante cinq dollars de mon compte celui le deux décembre de cet,"Transfert 21110,03$ 1455,00$ de mon compte celi le 2 décembre de cette année.","Transfert 21110,03$ 1455,00$ de mon compte celi le 2 décembre de cette année."
123526_NaimaF,123526.0,Transfer treize mille treize dollars a mon compte REER  le 10 février 2022 ,Transfert 13 013 $ à mon compte REER le 10 février 2022,de transfert treize mille treize dollars à mon contraire le dix février deux mille vingt deux,"Transfert, 13013$ à  mon compte réel le 10 février 2022.","Transfert, 13013$ à mon compte réel le 10 février 2022."
123527_NaimaF,123527.0,Je veux faire un dépôt de quatre vingt un mille et quatre vingt trois dollars et  un autre transfer de trente et un mille dollars et  neuf cent soixante et trois le 30 novembre 2021,Je veux faire un dépôt de 81 083 $ et un autre transfert de 31 000 $ et 963 le 30 novembre 2021,trois je veux faire un dépôt de quatre vingt et un mille et quatre vingt trois dollars et un autre transfert de trente et un mille dollars et neuf cent soixante et trois le trente novembre deux mille vingt et un,"Je vais faire un dépôt de 81000 et 83,01$ autre transfert de 31000,09$ 160 et 3 le 30 novembre 2021.","Je vais faire un dépôt de 81000 et 83,01$ autre transfert de 31000,09$ 160 et 3 le 30 novembre 2021."
123528_NaimaF,123528.0,Je dois effectuer un transfert international de neuf mille cent sept dollars à mon oncle le 30 juillet 2021,Je voudrais effectuer un transfert international de 9107 $ à mon oncle le 30 juillet 2021,quatre tu as effectué un transfert international de neuf mille cent sept dollars à mon angle trente du juillet deux mille vingt et un,Je dois effectuer un transfert international de 9107$ à  mon oncle le 30 juillet 2021.,Je dois effectuer un transfert Inter international de 9107$ à mon oncle le 30 juillet 2021.
123529_NaimaF,123529.0,J'aimerais céduler un paiement mensuel de trente deux dollar et dix-huit sous le 7 de chaque mois à partir d'octobre. ,"J'aimerais céduler un paiement mensuel de 32,18 $ le sept de chaque mois à partir d'octobre",cinq j'aimerais scheduler un de mon mensuel de trente deux dollars et dix huit sous le sept de chaque mois à partir d'octobre,"J'aimerais céduler un paiement mensuel de 32,18$ sous le 7 de chaque mois à  partir d'octobre.","J'aimerais céduler un paiement mensuel de 32,18$ sous le 7 de chaque mois à partir d'octobre."
123530_NaimaF,123530.0,J'aimerais céduler un paiement mensuel de quarante neuf dollar et quatrante neuf sous tous le 11 du mois à partir d'avril 2022. ,"Ma cellulaire un paiement mensuel de 49,49 $ tout les 11 du mois à partir d'avril 2022",je m'a schédulé un demi mensuel de quarante neuf dollars et quand le sous tous les onze du mois à partir d'avril deux mille vingt deux,"Je m'assis du lait à  un paiement mensuel de 49,49$ sous tous les 11 du mois à  partir d'avril 2022.","Je m'assis du lait un paiement mensuel de 49,49$ sous tous les 11 du mois à partir d'avril 2022."
123531_NaimaF,123531.0,Transfer vingt et un mille et quatre vingt dix neuf dollars a mon compte REER  au 3  avril 2022 ,Transfert 21 099 $ à mon compte REER au 3 avril 2022,transfert vingt et un mille et quatre vingt dix neuf dollars à mon contraire aux trois avril deux mille vingt,Transfert 21000 et 99$ à  mon compte réer au 3 avril 2022.,Transfert 21000 et 99$ à mon compte réer au 3 avril 2022.
123532_NaimaF,123532.0,moi j'aimerais transférer vingt mille soixante-dix-neuf dollars en Floride s'il vous plaît de mon compte américain le 31 décembre,Moi j'aimerais transférer 20 079 $ en Floride s'il vous plaît de mon compte américain le 31 décembre,huit moi j'aimerais transférer vingt mille soixante dix neuf dollars en floride s'il vous plait de mon compte américain le trente et un décembre,"Moi, j'aimerais transférer 20079$ en Floride. S'il vous plaît de mon compte américain, le 31 décembre.","Moi, j'aimerais transférer 20079$ en Floride. S'il vous plaît de mon compte américain, le 31 décembre."
123533_NaimaF,123533.0,Transfer six mille cent trois dollars et trente quatre mille quatre cent dix dollars,Transférez 6103 $ et 34 410 $,neuf transférer six mille cent trois dollars et trente quatre mille quatre cent dix dollars,"Transférer 6103,34$ 1410,00$.","Transférer 6103,00$ 34410$."
123534_NaimaF,123534.0,Je voudrais transférer 1345 dollars et aussi 2564 dollars a mon compte REER aujourd'hui. ,Je voudrais transférer 1345 $ et aussi 2564 $ à mon compte REER aujourd'hui,ou je voudrais transférer mille trois cent quarante cinq dollars et aussi deux mille cinq cent soixante quatre dollars à mon contraire aujourd'hui,"Je voudrais transférer 1345,00$ aussi 2564$ à  mon compte air aujourd?","Je voudrais transférer 1345,00$ aussi 2564$ à mon compte réer aujourd?"
123535_NaimaF,123535.0,Je voudrais transférer 2898 dollars et 1135 dollars sur mon compte CPG demain.,Je voudrais transférer 2898 $ et 1135 $ sur mon compte CPG demain,je faudrait transférer deux mille huit cent quatre vingt dix huit dollars et mille cent trente cinq dollars sur mon compte c p g demain,Je voudrais transférer 2800 quatre-vingt-dix-huit dollars et 1135$ sur mon compte CG demain.,"Je voudrais transférer 2898,00$ 1135$ sur mon compte, cpg demain."
123536_NaimaF,123536.0,Je voudrais changer mon NIP a soixante six soixante dix sept et quatre vingt huit.,Je voudrais changer mon NIP à 66 77 88,douze je voudrais changer mon ni à soixante six soixante dix sept quatre vingt huit,Je voudrais changer mon IP à  66 77 88.,Je voudrais changer mon nip à 66 77 88.
123537_NaimaF,123537.0,"Je voudrais faire 3 transferts sur mon compte d'épargne BNC, le premier montant est de 1234 dollars, le second de 2345 dollars et le dernier de 3456 dollars. ",Je voudrais faire trois transferts sur mon compte épargne BNC le premier montant est de 1234 $ le second de deux 2345 $ et le dernier de 3456 $,treize je voudrais faire trois transferts sur mon compte par bc le premier montant et de mille deux cent trente quatre dollars le second de deux mille trois cent quarante cinq dollars et le dernier de trois mille quatre cent cinquante six dollars,"Je voudrais faire 3 transferts sur mon compte d'épargne BNC. Le premier montant est de 1234$, le 2nd de 2345,00$, le dernier de 3456,00$.","Je voudrais faire 3 transferts sur mon compte d'épargne BNC. Le premier montant est de 1234$, le 2nd de 2345,00$, le dernier de 3456,00$."
123538_NaimaF,123538.0,Je voudrais transférer 6677 dollars et 7788 dollars sur mon compte CPG demain.,Je voudrais transférer 6677 $ et 7788 $ sur mon compte CPG demain,quatorze pas transférer six mille six cent soixante dix sept dollars et sept mille sept cent quatre vingt huit dollars sur mon compte sg demain,"Je voudrais transférer 6677,07$ 1788,00$ sur mon compte CPG demain.","Je voudrais transférer 6677,00$ 7788,00$ sur mon compte cpg demain."
123539_NaimaF,123539.0,Je voudrais transférer 1001 dollars et 2002 dollars sur mon compte CPG demain.,Je voudrais transférer 1000 $ et 2002 $ sur mon compte CPG demain,quinze voudrais transférer mille un dollars et deux mille deux dollars sur mon compte c p g de,"Je voudrais transférer 1001,00$ 2002$ sur mon compte, CPG demain.","Je voudrais transférer 1001,00$ 2002$ sur mon compte, CPG demain."
123540_NaimaF,123540.0,Je voudrais transférer 20001 dollars et 3005 dollars sur mon compte CPG demain.,Je voudrais transférer 20 001 $ et 3005 $ sur mon compte CPG demain,seize faudrait être transféré vingt mille un dollars et trois mille cinq dollars sur mon compte c p g de non,"Je voudrais transférer 20001,00$ 3005$ sur mon compte, CPG demain.","Je voudrais transférer 20001,00$ 3005$ sur mon compte, CPG demain."
123541_NaimaF,123541.0,Je voudrais transférer 8888 dollars et 7567 dollars sur mon compte CPG demain.,Je voudrais transférer 8888 $ et 7567 $ sur mon compte CPG demain,dix sept voudrais transférer huit mille huit cent quatre vingt huit dollars et sept mille cinq cent soixante sept dollars sur mon compte ce de,"Je voudrais transférer 8888,00$ 7567$ sur mon compte CG demain.","Je voudrais transférer 8888,07$ 1567$ sur mon compte, cpg demain."
123542_NaimaF,123542.0,J'aimerais céduler un paiement mensuel de trente cinq dollar et vingt cinq sous qui sera versé tous les 17 du mois à partir d'octobre. ,"J'aimerais céduler un paiement mensuel de 35,25 $ qui sera versé tous les 17 du mois à partir d'octobre",dos huit j'aimerais schéduler un mon mensuel de trente cinq dollars et vingt cinq sous qui se traversée tous les dix sept du mois à partir d'octobre,"J'aimerais, c'est du lait. Un paiement mensuel de 35,25$ sous qui sera versé tous les 17 du mois à  partir d'octobre.","J'aimerais, c'est du lait. Un paiement mensuel de 35,25$ sous qui sera versé tous les 17 du mois à partir d'octobre."
123543_NaimaF,123543.0,J'aimerais céduler un paiement mensuel de soixante huit dollar et trente cinq sous qui sera versé tous les 8 du mois à partir d'octobre. ,"J'aimerais céduler un paiement mensuel de 60,35 $ qui sera versé tous les huit du mois à partir d'octobre",dix neuf j'aimerai schéduler un paiement mensuel de soixante huit dollars et trente cinq sous qui traverse tous les huit moi à partir d'octobre,"J'aimerais du lait. Un paiement mensuel de 68,35$ sous qui traversaient tous les 8 du mois à  partir d'octobre.","J'aimerais du lait. Un paiement mensuel de 68,35$ sous qui traversaient tous les 8 du mois à partir d'octobre."
123544_NaimaF,123544.0,J'aimerais céduler un paiement mensuel de cinquante huit dollar et neuf sous qui sera versé tous le premier du mois à partir d'octobre. ,"J'aimerais séduire un paiement mensuel de 58,09 $ qui sera versé tous les premiers du mois à partir d'octobre",vingt j'aimerai schédulé un terme mensuel de cinquante huit dollars et neuf il traversé tous les premiers du mois à partir d'octobre,"J'aimerais céduler un paiement mensuel de 58,09$ sous qui sera versé tous les premiers du mois à  partir d'octobre.","J'aimerais céduler un paiement mensuel de 58,09$ sous qui sera versé tous les premiers du mois à partir d'octobre."
123545_NaimaF,123545.0,"Je voudrais faire 3 transferts sur mon compte d'épargne BNC, le premier montant est de 65343 dollars, le second de 2999 dollars et le dernier de 20 dollars. ",Je voudrais faire trois transferts sur mon compte épargne BNC le premier montant est de soi 65 343 $ le second de 2999 $ et le dernier de 20 $,vingt et un je ouais faire trois transfert sur mon compte parmi b c le premier montant est de soit soixante cinq mille trois cent quarante trois dollars le second de deux mille neuf cent quatre vingt dix neuf dollars et le dernier de vingt dollars,"Je voudrais faire 3 transferts sur mon compte d'épargne BNC. Le premier montant est de 65343$, le 2nd de 2999,00$, le dernier de 20,00$.","Je voudrais faire 3 transferts sur mon compte d'épargne BNC. Le premier montant est de soi 65343$. Le 2nd de 2999,00$, le dernier de 20,00$."
123546_NaimaF,123546.0,"Je voudrais faire 3 transferts sur mon compte d'épargne BNC, le premier montant est de 1234 dollars, le second de 2345 dollars et le dernier de 3456 dollars. ",Je voudrais faire trois transferts sur mon compte épargne BNC le premier montant est 2034 $ le second de 2345 $ et le dernier de 3456 $,vingt deux je voudrais faire trois transferts sur mon compte état b c le premier montant est de mille deux cent trente quatre dollars le second de deux mille trois cent quarante cinq dollars et le de nier de trois mille quatre cent cinquante,"Je voudrais faire 3 transferts sur mon compte d'épargne BNC. Le premier menton est de 1234$, le 2nd de 2345,00$, le dernier de 3456,00$.","Je voudrais faire 3 transferts sur mon compte d'épargne BNC. Le premier montant est de 1234$, le 2nd de 2345,00$, le dernier de 3456,00$."
123547_NaimaF,123547.0,"Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier d'un montant de 10 dollars, le second de 20 dollars, le troisième de 30 dollars, le quatrième de 40 dollars et le cinquième de 50 dollars.",Je voudrais faire cinq transferts sur mon compte d'épargne IBNC le premier d'un montant de 10 $ le second de 20 $ le troisième de 30 $ et le quatrième de 40 $ et le cinquième de 50 $,vingt trois je voudrais faire cinq transferts sur mon compte départ mi dc le premier d'un montant de dix dollars plus second de vingt dollars le troisième de trente dollars et le quatrième de quarante et le cinquième de cinquante dollars,"Je voudrais faire 5 transferts sur mon compte d'épargne BC le premier d'un montant de 10$, le 2nd de 20$ le 3e de 30,00$ le 4e de 40,00$ le 5e de 50$.","Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier d'un montant de 10$, le 2nd de 20$ le 3e de 30,00$ le 4e de 40,00$ le 5e de 50$."
123548_NaimaF,123548.0,"Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier de 60 dollars, le second de 70 dollars, le troisième de 80 dollars, le quatrième de 90 dollars et le cinquième de 100 dollars.",Je voudrais faire cinq transferts sur mon compte d'épargne BNC le premier de 60 $ le second de 70 $ le troisième de 80 $ le quatrième de 90 $ et le cinquième de 100 $,vingt quatre faudrait faire cinq transfert sur mon compte départ le premier de soixante dollars le second de soixante dix dollars le troisième de quatre vingt dollars le quatrième de quatre vingt dix dollars et le cinquième de cent dollars,"Je voudrais faire 5 transferts sur mon compte d'épargne BNC. Le premier est de 60,00$, le 2nd de 70$ le 3e de 80$ le 4e de 90,00$ le 5e de 100$.","Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier de 60$, le 2nd de 70,00$, le 3e de quatre-vingts dollars, le 4e de 90,00$, le 5e de 100$."
123549_NaimaF,123549.0,"Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier de 100 dollars, le deuxième de 200 dollars, le troisième de 300 dollars, le quatrième de 400 dollars et le cinquième de 500 dollars.",Je voudrais faire cinq transferts sur mon compte d'épargne BNC le premier deux cent dollars le deuxième de 200 $ le troisième de 300 $ le quatrième de 400 $ et le cinquième de 500 $,vingt cinq je voudrais faire cinq transfert sur mon compte de par c le premier deux cent dollars le deuxième de deux cents dollars le troisième de trois cents dollars le quatrième de quatre cent dollars le cinq ans de cinq cent dollars,"Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier de 100,00$, le 2e de 200$, le 3e de 300$, le 4e de 400,00$, le 5e de 500$.","Je voudrais faire 5 transferts sur mon compte d'épargne BNC, le premier de 100,00$, le 2e de 200$, le 3e de 300$, le 4e de 400,00$, le 5e de 500$."
123550_NaimaF,123550.0,"Je voudrais faire 5 virements sur mon compte d'épargne BNC, le premier de 600 dollars, le deuxième de 700 dollars, le troisième de 800 dollars, le quatrième de 900 dollars et le cinquième de 1000 dollars.",Voudrais faire cinq virements sur mon compte épargne IBNC le premier de six cent dollars le deuxième de 700 $ le troisième de 80 dollars le quatrième de neuf dollars et le cinquième de 1000,faudrait faire cinq virements sur mon compte est parle b c le premier de six cent dollars le deuxième de sept cent dollars le troisième de huit cents dollars le quatrième de neuf cent dollars et le cinquième de mille dollars,"Voudrais faire 5 virements sur mon compte d'épargne BC le premier de 600,00$ le 2e de 700$, le 3e de 800$, le 4e de 900,00$, le 5e de 1000.","Je voudrais faire 5 virements sur mon compte d'épargne BC le premier de 600$, le 2e de 700$, le 3e de 800,00$, le 4e de 900,00$, le 5e de 1000 Do."
